food_name,category,serving_weight_g,cooking_method,protein_g,carbs_g,fat_g,fiber_g,sugar_g,water_pct,calories
Whole Egg,Dairy & Eggs,200.0,deep_fried,25.26,1.6,43.92,0.0,0.8,45.8,501.9
Whole Egg,Dairy & Eggs,250.0,raw,31.8,2.02,24.2,0.0,1.0,76.8,354.8
Whole Egg,Dairy & Eggs,250.0,boiled,31.39,1.99,23.12,0.0,1.0,87.2,341.0
Whole Egg,Dairy & Eggs,250.0,steamed,31.34,1.99,23.27,0.0,1.0,79.5,342.6
Whole Egg,Dairy & Eggs,250.0,grilled,31.03,1.97,21.2,0.0,1.0,63.7,325.1
Whole Egg,Dairy & Eggs,250.0,baked,31.52,2.0,22.6,0.0,1.0,67.0,340.0
Whole Egg,Dairy & Eggs,250.0,fried,31.98,2.03,45.28,0.0,1.0,54.1,544.9
Whole Egg,Dairy & Eggs,250.0,deep_fried,31.57,2.0,54.85,0.0,1.0,45.8,626.8
Whole Egg,Dairy & Eggs,300.0,raw,37.79,2.4,28.49,0.0,1.2,76.1,418.1
Whole Egg,Dairy & Eggs,300.0,boiled,37.89,2.41,28.06,0.0,1.2,87.7,413.6
Whole Egg,Dairy & Eggs,300.0,steamed,37.8,2.4,28.21,0.0,1.2,79.9,415.1
Whole Egg,Dairy & Eggs,300.0,grilled,37.57,2.39,25.9,0.0,1.2,64.3,396.6
Whole Egg,Dairy & Eggs,300.0,baked,38.03,2.41,27.41,0.0,1.2,67.4,412.1
Whole Egg,Dairy & Eggs,300.0,fried,37.86,2.4,52.9,0.0,1.2,53.4,636.4
Whole Egg,Dairy & Eggs,300.0,deep_fried,37.8,2.4,65.57,0.0,1.2,45.7,749.2
Whole Egg,Dairy & Eggs,400.0,raw,50.03,3.18,37.44,0.0,1.6,75.5,550.0
Whole Egg,Dairy & Eggs,400.0,boiled,50.89,3.23,37.97,0.0,1.6,88.4,559.2
Whole Egg,Dairy & Eggs,400.0,steamed,50.65,3.22,38.0,0.0,1.6,80.3,558.8
Whole Egg,Dairy & Eggs,400.0,grilled,50.19,3.19,34.67,0.0,1.6,64.4,530.7
Whole Egg,Dairy & Eggs,400.0,baked,50.78,3.22,36.64,0.0,1.6,67.5,550.9
Whole Egg,Dairy & Eggs,400.0,fried,50.21,3.19,69.78,0.0,1.6,53.1,839.4
Whole Egg,Dairy & Eggs,400.0,deep_fried,50.1,3.18,86.37,0.0,1.6,45.4,986.7
Whole Egg,Dairy & Eggs,500.0,raw,62.64,3.98,46.96,0.0,2.0,75.7,689.6
Whole Egg,Dairy & Eggs,500.0,boiled,62.16,3.95,45.31,0.0,2.0,86.4,669.2
Whole Egg,Dairy & Eggs,500.0,steamed,63.22,4.01,47.36,0.0,2.0,80.2,696.6
Whole Egg,Dairy & Eggs,500.0,grilled,62.13,3.95,42.5,0.0,2.0,63.8,651.5
Whole Egg,Dairy & Eggs,500.0,baked,62.42,3.96,44.29,0.0,2.0,66.4,667.4
Whole Egg,Dairy & Eggs,500.0,fried,62.02,3.94,85.14,0.0,2.0,52.4,1024.2
Whole Egg,Dairy & Eggs,500.0,deep_fried,62.96,4.0,109.11,0.0,2.0,45.6,1246.8
Egg White,Dairy & Eggs,30.0,raw,3.27,0.21,0.06,0.0,0.21,87.5,14.5
Egg White,Dairy & Eggs,30.0,boiled,3.26,0.21,0.06,0.0,0.21,99.0,14.4
Egg White,Dairy & Eggs,30.0,steamed,3.24,0.21,0.06,0.0,0.21,91.3,14.4
Egg White,Dairy & Eggs,30.0,grilled,3.24,0.21,0.05,0.0,0.21,73.8,14.4
Egg White,Dairy & Eggs,30.0,baked,3.28,0.21,0.06,0.0,0.21,77.4,14.6
Egg White,Dairy & Eggs,30.0,fried,3.26,0.21,0.11,0.0,0.21,61.1,15.5
Egg White,Dairy & Eggs,30.0,deep_fried,3.28,0.21,0.14,0.0,0.21,52.7,16.1
Egg White,Dairy & Eggs,50.0,raw,5.41,0.35,0.1,0.0,0.35,87.0,24.0
Egg White,Dairy & Eggs,50.0,boiled,5.46,0.35,0.1,0.0,0.35,99.0,24.2
Egg White,Dairy & Eggs,50.0,steamed,5.5,0.35,0.1,0.0,0.35,92.9,24.5
Egg White,Dairy & Eggs,50.0,grilled,5.47,0.35,0.09,0.0,0.35,74.8,24.4
Egg White,Dairy & Eggs,50.0,baked,5.43,0.35,0.09,0.0,0.35,76.8,24.1
Egg White,Dairy & Eggs,50.0,fried,5.46,0.35,0.19,0.0,0.35,61.4,26.0
Egg White,Dairy & Eggs,50.0,deep_fried,5.44,0.35,0.23,0.0,0.35,52.5,26.7
Egg White,Dairy & Eggs,75.0,raw,8.18,0.53,0.15,0.0,0.52,87.6,36.4
Egg White,Dairy & Eggs,75.0,boiled,8.16,0.52,0.15,0.0,0.52,99.0,36.1
Egg White,Dairy & Eggs,75.0,steamed,8.16,0.52,0.15,0.0,0.52,91.9,36.2
Egg White,Dairy & Eggs,75.0,grilled,8.19,0.53,0.14,0.0,0.52,74.6,36.5
Egg White,Dairy & Eggs,75.0,baked,8.11,0.52,0.14,0.0,0.52,76.5,36.0
Egg White,Dairy & Eggs,75.0,fried,8.11,0.52,0.27,0.0,0.52,60.9,38.4
Egg White,Dairy & Eggs,75.0,deep_fried,8.09,0.52,0.34,0.0,0.52,52.0,39.6
Egg White,Dairy & Eggs,100.0,raw,10.77,0.69,0.2,0.0,0.7,86.5,47.8
Egg White,Dairy & Eggs,100.0,boiled,10.8,0.69,0.19,0.0,0.7,99.0,47.6
Egg White,Dairy & Eggs,100.0,steamed,10.91,0.7,0.2,0.0,0.7,92.1,48.5
Egg White,Dairy & Eggs,100.0,grilled,10.83,0.7,0.18,0.0,0.7,74.0,48.2
Egg White,Dairy & Eggs,100.0,baked,10.94,0.7,0.19,0.0,0.7,77.4,48.8
Egg White,Dairy & Eggs,100.0,fried,10.9,0.7,0.37,0.0,0.7,61.3,51.8
Egg White,Dairy & Eggs,100.0,deep_fried,10.74,0.69,0.45,0.0,0.7,51.8,52.5
Egg White,Dairy & Eggs,150.0,raw,16.43,1.06,0.3,0.0,1.05,88.0,73.2
Egg White,Dairy & Eggs,150.0,boiled,16.45,1.06,0.3,0.0,1.05,99.0,73.0
Egg White,Dairy & Eggs,150.0,steamed,16.23,1.04,0.29,0.0,1.05,91.3,71.9
Egg White,Dairy & Eggs,150.0,grilled,16.4,1.05,0.28,0.0,1.05,74.7,73.2
Egg White,Dairy & Eggs,150.0,baked,16.24,1.04,0.28,0.0,1.05,76.6,72.2
Egg White,Dairy & Eggs,150.0,fried,16.36,1.05,0.56,0.0,1.05,61.4,77.8
Egg White,Dairy & Eggs,150.0,deep_fried,16.19,1.04,0.68,0.0,1.05,52.1,79.3
Egg White,Dairy & Eggs,200.0,raw,21.51,1.38,0.39,0.0,1.4,86.4,95.3
Egg White,Dairy & Eggs,200.0,boiled,21.74,1.4,0.39,0.0,1.4,99.0,96.2
Egg White,Dairy & Eggs,200.0,steamed,21.78,1.4,0.4,0.0,1.4,91.9,96.7
Egg White,Dairy & Eggs,200.0,grilled,21.73,1.4,0.37,0.0,1.4,74.2,96.8
Egg White,Dairy & Eggs,200.0,baked,21.61,1.39,0.37,0.0,1.4,76.4,95.9
Egg White,Dairy & Eggs,200.0,fried,21.73,1.4,0.74,0.0,1.4,61.1,103.2
Egg White,Dairy & Eggs,200.0,deep_fried,21.84,1.4,0.92,0.0,1.4,52.7,107.4
Egg White,Dairy & Eggs,250.0,raw,27.24,1.75,0.5,0.0,1.75,87.6,121.2
Egg White,Dairy & Eggs,250.0,boiled,27.29,1.75,0.49,0.0,1.75,99.0,120.9
Egg White,Dairy & Eggs,250.0,steamed,27.11,1.74,0.49,0.0,1.75,91.5,120.2
Egg White,Dairy & Eggs,250.0,grilled,27.49,1.77,0.47,0.0,1.75,75.1,122.9
Egg White,Dairy & Eggs,250.0,baked,27.01,1.73,0.47,0.0,1.75,76.4,119.9
Egg White,Dairy & Eggs,250.0,fried,27.35,1.76,0.93,0.0,1.75,61.5,130.1
Egg White,Dairy & Eggs,250.0,deep_fried,27.49,1.77,1.17,0.0,1.75,53.0,135.5
Egg White,Dairy & Eggs,300.0,raw,32.82,2.11,0.6,0.0,2.1,87.9,146.2
Egg White,Dairy & Eggs,300.0,boiled,32.65,2.1,0.59,0.0,2.1,99.0,144.5
Egg White,Dairy & Eggs,300.0,steamed,32.57,2.09,0.59,0.0,2.1,91.6,144.4
Egg White,Dairy & Eggs,300.0,grilled,32.95,2.12,0.56,0.0,2.1,75.0,147.3
Egg White,Dairy & Eggs,300.0,baked,32.35,2.08,0.56,0.0,2.1,76.3,143.6
Egg White,Dairy & Eggs,300.0,fried,32.46,2.08,1.09,0.0,2.1,60.9,153.8
Egg White,Dairy & Eggs,300.0,deep_fried,32.6,2.09,1.37,0.0,2.1,52.4,160.0
Egg White,Dairy & Eggs,400.0,raw,44.0,2.83,0.81,0.0,2.8,88.4,196.4
Egg White,Dairy & Eggs,400.0,boiled,43.72,2.81,0.79,0.0,2.8,99.0,193.8
Egg White,Dairy & Eggs,400.0,steamed,43.28,2.78,0.78,0.0,2.8,91.3,191.7
Egg White,Dairy & Eggs,400.0,grilled,43.5,2.79,0.73,0.0,2.8,74.3,193.7
Egg White,Dairy & Eggs,400.0,baked,43.4,2.79,0.75,0.0,2.8,76.7,193.0
Egg White,Dairy & Eggs,400.0,fried,43.37,2.79,1.46,0.0,2.8,61.0,205.6
Egg White,Dairy & Eggs,400.0,deep_fried,43.92,2.82,1.87,0.0,2.8,52.9,216.4
Egg White,Dairy & Eggs,500.0,raw,53.94,3.46,0.98,0.0,3.5,86.7,239.2
Egg White,Dairy & Eggs,500.0,boiled,55.16,3.54,1.0,0.0,3.5,99.0,245.2
Egg White,Dairy & Eggs,500.0,steamed,54.84,3.52,1.0,0.0,3.5,92.6,244.0
Egg White,Dairy & Eggs,500.0,grilled,54.95,3.53,0.94,0.0,3.5,75.1,245.6
Egg White,Dairy & Eggs,500.0,baked,54.31,3.49,0.94,0.0,3.5,76.8,241.6
Egg White,Dairy & Eggs,500.0,fried,54.44,3.5,1.85,0.0,3.5,61.3,258.6
Egg White,Dairy & Eggs,500.0,deep_fried,53.91,3.46,2.25,0.0,3.5,52.0,264.0
Whole Milk (3.25%),Dairy & Eggs,30.0,raw,0.96,1.43,0.98,0.0,1.53,87.8,18.3
Whole Milk (3.25%),Dairy & Eggs,30.0,boiled,0.96,1.45,0.98,0.0,1.53,99.0,18.4
Whole Milk (3.25%),Dairy & Eggs,30.0,steamed,0.97,1.45,1.0,0.0,1.53,93.4,18.7
Whole Milk (3.25%),Dairy & Eggs,30.0,grilled,0.95,1.43,0.9,0.0,1.53,74.3,17.7
Whole Milk (3.25%),Dairy & Eggs,30.0,baked,0.96,1.44,0.94,0.0,1.53,77.3,18.1
Whole Milk (3.25%),Dairy & Eggs,30.0,fried,0.96,1.44,1.83,0.0,1.53,61.6,26.1
Whole Milk (3.25%),Dairy & Eggs,30.0,deep_fried,0.95,1.42,2.23,0.0,1.53,52.3,29.6
Whole Milk (3.25%),Dairy & Eggs,50.0,raw,1.61,2.41,1.66,0.0,2.55,88.5,31.0
Whole Milk (3.25%),Dairy & Eggs,50.0,boiled,1.59,2.39,1.6,0.0,2.55,99.0,30.1
Whole Milk (3.25%),Dairy & Eggs,50.0,steamed,1.6,2.4,1.63,0.0,2.55,92.4,30.6
Whole Milk (3.25%),Dairy & Eggs,50.0,grilled,1.59,2.39,1.51,0.0,2.55,74.6,29.7
Whole Milk (3.25%),Dairy & Eggs,50.0,baked,1.59,2.39,1.55,0.0,2.55,77.1,29.9
Whole Milk (3.25%),Dairy & Eggs,50.0,fried,1.6,2.4,3.05,0.0,2.55,61.7,43.5
Whole Milk (3.25%),Dairy & Eggs,50.0,deep_fried,1.6,2.4,3.78,0.0,2.55,52.8,50.1
Whole Milk (3.25%),Dairy & Eggs,75.0,raw,2.39,3.59,2.46,0.0,3.82,87.9,46.0
Whole Milk (3.25%),Dairy & Eggs,75.0,boiled,2.39,3.58,2.4,0.0,3.82,99.0,45.2
Whole Milk (3.25%),Dairy & Eggs,75.0,steamed,2.41,3.61,2.46,0.0,3.82,92.7,46.2
Whole Milk (3.25%),Dairy & Eggs,75.0,grilled,2.43,3.64,2.33,0.0,3.82,75.8,45.7
Whole Milk (3.25%),Dairy & Eggs,75.0,baked,2.4,3.6,2.36,0.0,3.82,77.6,45.4
Whole Milk (3.25%),Dairy & Eggs,75.0,fried,2.42,3.63,4.65,0.0,3.82,62.1,66.3
Whole Milk (3.25%),Dairy & Eggs,75.0,deep_fried,2.37,3.56,5.57,0.0,3.82,52.3,73.9
Whole Milk (3.25%),Dairy & Eggs,100.0,raw,3.2,4.81,3.31,0.0,5.1,88.2,61.8
Whole Milk (3.25%),Dairy & Eggs,100.0,boiled,3.17,4.76,3.18,0.0,5.1,99.0,60.0
Whole Milk (3.25%),Dairy & Eggs,100.0,steamed,3.16,4.75,3.19,0.0,5.1,91.5,60.0
Whole Milk (3.25%),Dairy & Eggs,100.0,grilled,3.18,4.77,3.0,0.0,5.1,74.5,59.1
Whole Milk (3.25%),Dairy & Eggs,100.0,baked,3.23,4.84,3.19,0.0,5.1,78.2,61.4
Whole Milk (3.25%),Dairy & Eggs,100.0,fried,3.22,4.83,6.19,0.0,5.1,62.1,88.2
Whole Milk (3.25%),Dairy & Eggs,100.0,deep_fried,3.21,4.81,7.62,0.0,5.1,53.0,101.0
Whole Milk (3.25%),Dairy & Eggs,150.0,raw,4.74,7.12,4.84,0.0,7.65,87.1,90.6
Whole Milk (3.25%),Dairy & Eggs,150.0,boiled,4.79,7.19,4.84,0.0,7.65,99.0,91.1
Whole Milk (3.25%),Dairy & Eggs,150.0,steamed,4.81,7.22,4.92,0.0,7.65,92.7,92.3
Whole Milk (3.25%),Dairy & Eggs,150.0,grilled,4.81,7.21,4.57,0.0,7.65,75.0,89.8
Whole Milk (3.25%),Dairy & Eggs,150.0,baked,4.73,7.1,4.57,0.0,7.65,76.5,88.4
Whole Milk (3.25%),Dairy & Eggs,150.0,fried,4.77,7.15,9.04,0.0,7.65,61.3,129.0
Whole Milk (3.25%),Dairy & Eggs,150.0,deep_fried,4.8,7.2,11.37,0.0,7.65,52.8,150.7
Whole Milk (3.25%),Dairy & Eggs,200.0,raw,6.43,9.64,6.65,0.0,10.2,88.5,124.2
Whole Milk (3.25%),Dairy & Eggs,200.0,boiled,6.29,9.44,6.25,0.0,10.2,99.0,118.1
Whole Milk (3.25%),Dairy & Eggs,200.0,steamed,6.39,9.59,6.52,0.0,10.2,92.4,122.3
Whole Milk (3.25%),Dairy & Eggs,200.0,grilled,6.41,9.61,6.09,0.0,10.2,75.0,119.7
Whole Milk (3.25%),Dairy & Eggs,200.0,baked,6.44,9.66,6.35,0.0,10.2,78.0,122.2
Whole Milk (3.25%),Dairy & Eggs,200.0,fried,6.43,9.65,12.34,0.0,10.2,62.0,175.9
Whole Milk (3.25%),Dairy & Eggs,200.0,deep_fried,6.43,9.64,15.31,0.0,10.2,53.1,202.9
Whole Milk (3.25%),Dairy & Eggs,250.0,raw,7.95,11.93,8.15,0.0,12.75,87.6,152.5
Whole Milk (3.25%),Dairy & Eggs,250.0,boiled,7.89,11.83,7.85,0.0,12.75,99.0,148.3
Whole Milk (3.25%),Dairy & Eggs,250.0,steamed,7.98,11.96,8.12,0.0,12.75,92.2,152.4
Whole Milk (3.25%),Dairy & Eggs,250.0,grilled,8.06,12.09,7.7,0.0,12.75,75.4,151.2
Whole Milk (3.25%),Dairy & Eggs,250.0,baked,8.08,12.13,8.0,0.0,12.75,78.3,153.8
Whole Milk (3.25%),Dairy & Eggs,250.0,fried,8.04,12.06,15.43,0.0,12.75,62.0,219.9
Whole Milk (3.25%),Dairy & Eggs,250.0,deep_fried,8.03,12.04,19.1,0.0,12.75,53.0,253.1
Whole Milk (3.25%),Dairy & Eggs,300.0,raw,9.63,14.44,9.96,0.0,15.3,88.4,185.9
Whole Milk (3.25%),Dairy & Eggs,300.0,boiled,9.56,14.34,9.62,0.0,15.3,99.0,181.2
Whole Milk (3.25%),Dairy & Eggs,300.0,steamed,9.59,14.39,9.78,0.0,15.3,92.4,183.5
Whole Milk (3.25%),Dairy & Eggs,300.0,grilled,9.72,14.58,9.34,0.0,15.3,75.8,183.0
Whole Milk (3.25%),Dairy & Eggs,300.0,baked,9.53,14.3,9.27,0.0,15.3,77.0,179.0
Whole Milk (3.25%),Dairy & Eggs,300.0,fried,9.72,14.57,18.76,0.0,15.3,62.4,267.2
Whole Milk (3.25%),Dairy & Eggs,300.0,deep_fried,9.58,14.37,22.66,0.0,15.3,52.7,300.4
Whole Milk (3.25%),Dairy & Eggs,400.0,raw,12.93,19.39,13.46,0.0,20.4,89.0,250.9
Whole Milk (3.25%),Dairy & Eggs,400.0,boiled,12.66,19.0,12.66,0.0,20.4,99.0,238.9
Whole Milk (3.25%),Dairy & Eggs,400.0,steamed,12.86,19.28,13.18,0.0,20.4,92.9,247.0
Whole Milk (3.25%),Dairy & Eggs,400.0,grilled,12.73,19.09,12.01,0.0,20.4,74.5,236.5
Whole Milk (3.25%),Dairy & Eggs,400.0,baked,12.66,19.0,12.27,0.0,20.4,76.7,237.2
Whole Milk (3.25%),Dairy & Eggs,400.0,fried,12.82,19.23,24.5,0.0,20.4,61.8,349.3
Whole Milk (3.25%),Dairy & Eggs,400.0,deep_fried,12.9,19.35,30.82,0.0,20.4,53.3,408.3
Whole Milk (3.25%),Dairy & Eggs,500.0,raw,15.9,23.85,16.29,0.0,25.5,87.5,304.8
Whole Milk (3.25%),Dairy & Eggs,500.0,boiled,15.82,23.73,15.81,0.0,25.5,99.0,298.3
Whole Milk (3.25%),Dairy & Eggs,500.0,steamed,15.99,23.98,16.31,0.0,25.5,92.4,306.0
Whole Milk (3.25%),Dairy & Eggs,500.0,grilled,15.99,23.98,15.16,0.0,25.5,74.8,298.2
Whole Milk (3.25%),Dairy & Eggs,500.0,baked,16.07,24.1,15.8,0.0,25.5,77.8,304.3
Whole Milk (3.25%),Dairy & Eggs,500.0,fried,16.11,24.17,30.96,0.0,25.5,62.1,441.2
Whole Milk (3.25%),Dairy & Eggs,500.0,deep_fried,15.99,23.99,37.92,0.0,25.5,52.8,502.5
Skim Milk,Dairy & Eggs,30.0,raw,1.03,1.52,0.03,0.0,1.53,92.1,10.5
Skim Milk,Dairy & Eggs,30.0,boiled,1.02,1.5,0.03,0.0,1.53,99.0,10.3
Skim Milk,Dairy & Eggs,30.0,steamed,1.02,1.5,0.03,0.0,1.53,95.1,10.3
Skim Milk,Dairy & Eggs,30.0,grilled,1.01,1.48,0.03,0.0,1.53,76.2,10.2
Skim Milk,Dairy & Eggs,30.0,baked,1.02,1.5,0.03,0.0,1.53,79.7,10.4
Skim Milk,Dairy & Eggs,30.0,fried,1.02,1.5,0.06,0.0,1.53,63.4,10.9
Skim Milk,Dairy & Eggs,30.0,deep_fried,1.03,1.51,0.07,0.0,1.53,54.9,11.3
Skim Milk,Dairy & Eggs,50.0,raw,1.71,2.51,0.05,0.0,2.55,91.1,17.3
Skim Milk,Dairy & Eggs,50.0,boiled,1.68,2.48,0.05,0.0,2.55,99.0,17.0
Skim Milk,Dairy & Eggs,50.0,steamed,1.7,2.5,0.05,0.0,2.55,95.5,17.2
Skim Milk,Dairy & Eggs,50.0,grilled,1.71,2.51,0.05,0.0,2.55,77.6,17.4
Skim Milk,Dairy & Eggs,50.0,baked,1.72,2.53,0.05,0.0,2.55,80.8,17.5
Skim Milk,Dairy & Eggs,50.0,fried,1.71,2.52,0.09,0.0,2.55,64.0,18.3
Skim Milk,Dairy & Eggs,50.0,deep_fried,1.71,2.51,0.12,0.0,2.55,54.8,18.9
Skim Milk,Dairy & Eggs,75.0,raw,2.55,3.75,0.08,0.0,3.82,90.8,25.9
Skim Milk,Dairy & Eggs,75.0,boiled,2.56,3.76,0.07,0.0,3.82,99.0,25.8
Skim Milk,Dairy & Eggs,75.0,steamed,2.57,3.79,0.08,0.0,3.82,96.2,26.2
Skim Milk,Dairy & Eggs,75.0,grilled,2.52,3.71,0.07,0.0,3.82,76.4,25.5
Skim Milk,Dairy & Eggs,75.0,baked,2.54,3.74,0.07,0.0,3.82,79.7,25.8
Skim Milk,Dairy & Eggs,75.0,fried,2.54,3.73,0.14,0.0,3.82,63.2,27.1
Skim Milk,Dairy & Eggs,75.0,deep_fried,2.56,3.76,0.17,0.0,3.82,54.6,28.2
Skim Milk,Dairy & Eggs,100.0,raw,3.43,5.05,0.1,0.0,5.1,91.6,34.9
Skim Milk,Dairy & Eggs,100.0,boiled,3.38,4.98,0.1,0.0,5.1,99.0,34.1
Skim Milk,Dairy & Eggs,100.0,steamed,3.34,4.91,0.1,0.0,5.1,93.6,33.6
Skim Milk,Dairy & Eggs,100.0,grilled,3.39,4.98,0.09,0.0,5.1,76.9,34.4
Skim Milk,Dairy & Eggs,100.0,baked,3.42,5.03,0.1,0.0,5.1,80.5,34.8
Skim Milk,Dairy & Eggs,100.0,fried,3.41,5.02,0.19,0.0,5.1,63.8,36.6
Skim Milk,Dairy & Eggs,100.0,deep_fried,3.41,5.02,0.23,0.0,5.1,54.7,37.6
Skim Milk,Dairy & Eggs,150.0,raw,5.09,7.48,0.15,0.0,7.65,90.6,51.5
Skim Milk,Dairy & Eggs,150.0,boiled,5.05,7.43,0.14,0.0,7.65,99.0,50.8
Skim Milk,Dairy & Eggs,150.0,steamed,5.12,7.53,0.15,0.0,7.65,95.7,51.9
Skim Milk,Dairy & Eggs,150.0,grilled,5.07,7.45,0.14,0.0,7.65,76.7,51.4
Skim Milk,Dairy & Eggs,150.0,baked,5.18,7.62,0.15,0.0,7.65,81.2,52.9
Skim Milk,Dairy & Eggs,150.0,fried,5.12,7.53,0.28,0.0,7.65,63.8,54.9
Skim Milk,Dairy & Eggs,150.0,deep_fried,5.08,7.47,0.34,0.0,7.65,54.2,55.8
Skim Milk,Dairy & Eggs,200.0,raw,6.77,9.95,0.2,0.0,10.2,90.4,68.5
Skim Milk,Dairy & Eggs,200.0,boiled,6.8,9.99,0.2,0.0,10.2,99.0,68.6
Skim Milk,Dairy & Eggs,200.0,steamed,6.79,9.98,0.2,0.0,10.2,95.2,68.7
Skim Milk,Dairy & Eggs,200.0,grilled,6.86,10.08,0.19,0.0,10.2,77.8,69.9
Skim Milk,Dairy & Eggs,200.0,baked,6.81,10.01,0.19,0.0,10.2,80.0,69.1
Skim Milk,Dairy & Eggs,200.0,fried,6.76,9.95,0.37,0.0,10.2,63.2,72.3
Skim Milk,Dairy & Eggs,200.0,deep_fried,6.9,10.14,0.47,0.0,10.2,55.3,76.3
Skim Milk,Dairy & Eggs,250.0,raw,8.5,12.5,0.25,0.0,12.75,90.8,86.2
Skim Milk,Dairy & Eggs,250.0,boiled,8.55,12.57,0.25,0.0,12.75,99.0,86.5
Skim Milk,Dairy & Eggs,250.0,steamed,8.46,12.44,0.25,0.0,12.75,94.9,85.5
Skim Milk,Dairy & Eggs,250.0,grilled,8.52,12.53,0.23,0.0,12.75,77.4,86.6
Skim Milk,Dairy & Eggs,250.0,baked,8.52,12.53,0.24,0.0,12.75,80.1,86.5
Skim Milk,Dairy & Eggs,250.0,fried,8.38,12.32,0.45,0.0,12.75,62.7,89.3
Skim Milk,Dairy & Eggs,250.0,deep_fried,8.63,12.69,0.59,0.0,12.75,55.3,95.5
Skim Milk,Dairy & Eggs,300.0,raw,10.3,15.15,0.31,0.0,15.3,91.7,104.8
Skim Milk,Dairy & Eggs,300.0,boiled,10.17,14.96,0.29,0.0,15.3,99.0,102.5
Skim Milk,Dairy & Eggs,300.0,steamed,10.12,14.88,0.29,0.0,15.3,94.6,102.1
Skim Milk,Dairy & Eggs,300.0,grilled,10.23,15.04,0.28,0.0,15.3,77.4,104.0
Skim Milk,Dairy & Eggs,300.0,baked,10.21,15.01,0.29,0.0,15.3,80.0,103.6
Skim Milk,Dairy & Eggs,300.0,fried,10.23,15.04,0.56,0.0,15.3,63.7,109.6
Skim Milk,Dairy & Eggs,300.0,deep_fried,10.21,15.02,0.69,0.0,15.3,54.6,112.5
Skim Milk,Dairy & Eggs,400.0,raw,13.65,20.08,0.4,0.0,20.4,91.1,138.5
Skim Milk,Dairy & Eggs,400.0,boiled,13.75,20.22,0.4,0.0,20.4,99.0,139.3
Skim Milk,Dairy & Eggs,400.0,steamed,13.66,20.09,0.4,0.0,20.4,95.7,138.4
Skim Milk,Dairy & Eggs,400.0,grilled,13.49,19.84,0.36,0.0,20.4,76.6,136.6
Skim Milk,Dairy & Eggs,400.0,baked,13.74,20.2,0.39,0.0,20.4,80.7,139.9
Skim Milk,Dairy & Eggs,400.0,fried,13.77,20.25,0.76,0.0,20.4,64.3,148.0
Skim Milk,Dairy & Eggs,400.0,deep_fried,13.92,20.47,0.96,0.0,20.4,55.8,154.4
Skim Milk,Dairy & Eggs,500.0,raw,16.86,24.79,0.49,0.0,25.5,90.0,170.4
Skim Milk,Dairy & Eggs,500.0,boiled,17.03,25.05,0.49,0.0,25.5,99.0,172.0
Skim Milk,Dairy & Eggs,500.0,steamed,16.73,24.61,0.48,0.0,25.5,93.9,168.4
Skim Milk,Dairy & Eggs,500.0,grilled,17.07,25.1,0.46,0.0,25.5,77.5,173.6
Skim Milk,Dairy & Eggs,500.0,baked,16.93,24.9,0.47,0.0,25.5,79.6,171.6
Skim Milk,Dairy & Eggs,500.0,fried,17.25,25.36,0.95,0.0,25.5,64.5,185.5
Skim Milk,Dairy & Eggs,500.0,deep_fried,16.9,24.85,1.14,0.0,25.5,54.2,185.8
Greek Yogurt (Plain 0% fat),Dairy & Eggs,30.0,raw,3.05,1.07,0.12,0.0,0.96,83.9,17.5
Greek Yogurt (Plain 0% fat),Dairy & Eggs,30.0,boiled,3.08,1.08,0.12,0.0,0.96,97.4,17.6
Greek Yogurt (Plain 0% fat),Dairy & Eggs,30.0,steamed,3.04,1.06,0.12,0.0,0.96,87.9,17.4
Greek Yogurt (Plain 0% fat),Dairy & Eggs,30.0,grilled,3.11,1.09,0.11,0.0,0.96,72.7,17.9
Greek Yogurt (Plain 0% fat),Dairy & Eggs,30.0,baked,3.04,1.06,0.11,0.0,0.96,73.6,17.3
Greek Yogurt (Plain 0% fat),Dairy & Eggs,30.0,fried,3.09,1.08,0.22,0.0,0.96,59.5,19.2
Greek Yogurt (Plain 0% fat),Dairy & Eggs,30.0,deep_fried,3.04,1.06,0.27,0.0,0.96,50.2,19.6
Greek Yogurt (Plain 0% fat),Dairy & Eggs,50.0,raw,5.14,1.8,0.2,0.0,1.6,84.8,29.5
Greek Yogurt (Plain 0% fat),Dairy & Eggs,50.0,boiled,5.21,1.82,0.2,0.0,1.6,99.0,29.9
Greek Yogurt (Plain 0% fat),Dairy & Eggs,50.0,steamed,5.16,1.8,0.2,0.0,1.6,89.5,29.6
Greek Yogurt (Plain 0% fat),Dairy & Eggs,50.0,grilled,5.12,1.79,0.18,0.0,1.6,71.8,29.3
Greek Yogurt (Plain 0% fat),Dairy & Eggs,50.0,baked,5.15,1.8,0.19,0.0,1.6,74.8,29.6
Greek Yogurt (Plain 0% fat),Dairy & Eggs,50.0,fried,5.15,1.8,0.37,0.0,1.6,59.5,32.1
Greek Yogurt (Plain 0% fat),Dairy & Eggs,50.0,deep_fried,5.17,1.81,0.46,0.0,1.6,51.2,33.6
Greek Yogurt (Plain 0% fat),Dairy & Eggs,75.0,raw,7.65,2.67,0.29,0.0,2.4,84.1,43.7
Greek Yogurt (Plain 0% fat),Dairy & Eggs,75.0,boiled,7.76,2.71,0.3,0.0,2.4,98.2,44.5
Greek Yogurt (Plain 0% fat),Dairy & Eggs,75.0,steamed,7.57,2.65,0.28,0.0,2.4,87.4,43.0
